gender,highest_education,imd_band,age_band,num_of_prev_attempts,studied_credits,disability,final_result,GDP_per_capita,total_early_clicks
F,HE Qualification,90-100%,0-35,0,120,N,Pass,29325.385023898034,350.0
F,Lower Than A Level,40-50%,0-35,0,240,N,Pass,29325.385023898034,354.0
M,HE Qualification,40-50%,35-55,0,60,N,Pass,29325.385023898034,445.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,29325.385023898034,451.0
F,Lower Than A Level,10-20,0-35,0,60,N,Pass,29325.385023898034,247.0
M,A Level or Equivalent,20-30%,55<=,0,120,N,Pass,29325.385023898034,172.0
F,HE Qualification,60-70%,35-55,0,60,N,Pass,29325.385023898034,598.0
F,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,182.0
M,HE Qualification,90-100%,55<=,0,60,N,Distinction,29325.385023898034,159.0
F,Lower Than A Level,40-50%,0-35,0,60,N,Withdrawn,30300.0,225.0
F,HE Qualification,,35-55,0,60,N,Pass,29325.385023898034,752.0
F,Lower Than A Level,90-100%,0-35,0,60,N,Pass,29325.385023898034,244.0
F,HE Qualification,80-90%,35-55,0,120,N,Withdrawn,29325.385023898034,345.0
F,HE Qualification,90-100%,35-55,0,60,N,Pass,29325.385023898034,1391.0
M,HE Qualification,80-90%,55<=,0,60,N,Pass,29325.385023898034,1642.0
M,Lower Than A Level,30-40%,0-35,0,60,N,Pass,29325.385023898034,308.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,29325.385023898034,105.0
F,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,388.0
F,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,29325.385023898034,279.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,29325.385023898034,25.0
M,HE Qualification,,35-55,0,60,N,Pass,27200.0,247.0
M,Lower Than A Level,70-80%,35-55,0,60,N,Pass,29325.385023898034,557.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,235.0
F,A Level or Equivalent,10-20,0-35,0,60,Y,Pass,30300.0,364.0
F,Lower Than A Level,80-90%,35-55,0,60,N,Pass,29325.385023898034,975.0
F,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,29325.385023898034,665.0
F,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,526.0
F,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,29325.385023898034,290.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,30300.0,229.0
F,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,29325.385023898034,118.0
F,Lower Than A Level,10-20,35-55,0,60,N,Pass,29325.385023898034,336.0
F,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,258.0
M,A Level or Equivalent,40-50%,0-35,0,60,Y,Fail,30300.0,91.0
M,A Level or Equivalent,10-20,0-35,0,120,N,Pass,29325.385023898034,211.0
F,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,29325.385023898034,329.0
M,Lower Than A Level,30-40%,35-55,0,120,N,Pass,29325.385023898034,478.0
M,Lower Than A Level,50-60%,35-55,0,60,N,Pass,29325.385023898034,1387.0
F,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,789.0
F,A Level or Equivalent,40-50%,0-35,0,180,N,Pass,29325.385023898034,371.0
M,Lower Than A Level,60-70%,35-55,0,60,N,Distinction,29325.385023898034,890.0
M,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,29325.385023898034,219.0
M,HE Qualification,90-100%,35-55,0,60,N,Pass,29325.385023898034,136.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,29325.385023898034,200.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Fail,29325.385023898034,65.0
M,HE Qualification,20-30%,55<=,0,60,N,Pass,29325.385023898034,756.0
F,HE Qualification,10-20,0-35,0,150,N,Fail,29325.385023898034,110.0
F,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,561.0
F,Lower Than A Level,30-40%,0-35,0,60,N,Pass,29325.385023898034,584.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,85.0
M,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,29325.385023898034,792.0
F,A Level or Equivalent,50-60%,0-35,0,60,N,Distinction,30300.0,515.0
M,A Level or Equivalent,40-50%,35-55,0,180,N,Pass,29325.385023898034,94.0
M,A Level or Equivalent,70-80%,35-55,0,120,N,Pass,29325.385023898034,679.0
M,Lower Than A Level,60-70%,0-35,0,120,N,Pass,29325.385023898034,279.0
M,HE Qualification,80-90%,55<=,0,60,N,Pass,29325.385023898034,812.0
F,Lower Than A Level,60-70%,0-35,0,60,N,Pass,29325.385023898034,105.0
F,A Level or Equivalent,60-70%,35-55,0,60,N,Distinction,29325.385023898034,767.0
M,Lower Than A Level,40-50%,35-55,0,60,N,Pass,29325.385023898034,557.0
F,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,29325.385023898034,229.0
M,HE Qualification,30-40%,35-55,0,60,N,Pass,29325.385023898034,92.0
F,Lower Than A Level,0-10%,35-55,0,120,N,Pass,29325.385023898034,2153.0
F,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,30300.0,578.0
M,HE Qualification,90-100%,55<=,0,60,N,Pass,29325.385023898034,1930.0
F,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,29325.385023898034,549.0
F,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,188.0
M,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,275.0
F,A Level or Equivalent,70-80%,0-35,1,60,N,Fail,29325.385023898034,3.0
F,HE Qualification,40-50%,0-35,0,60,N,Pass,29325.385023898034,981.0
M,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,29325.385023898034,312.0
M,Lower Than A Level,80-90%,35-55,0,60,N,Withdrawn,29325.385023898034,359.0
F,Lower Than A Level,30-40%,0-35,0,60,N,Pass,29325.385023898034,149.0
M,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,29325.385023898034,149.0
M,Lower Than A Level,80-90%,35-55,0,60,N,Pass,29325.385023898034,475.0
M,Lower Than A Level,10-20,35-55,0,60,N,Withdrawn,29325.385023898034,439.0
M,Lower Than A Level,70-80%,35-55,1,60,N,Pass,29325.385023898034,196.0
M,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,29325.385023898034,309.0
F,Lower Than A Level,60-70%,35-55,0,60,N,Pass,29325.385023898034,489.0
F,HE Qualification,20-30%,0-35,0,60,N,Pass,29325.385023898034,1200.0
M,HE Qualification,80-90%,55<=,0,60,N,Pass,29325.385023898034,327.0
F,HE Qualification,90-100%,0-35,0,60,N,Pass,29325.385023898034,692.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Fail,29325.385023898034,400.0
F,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,29325.385023898034,476.0
F,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,29325.385023898034,1055.0
F,A Level or Equivalent,40-50%,35-55,1,60,N,Pass,29325.385023898034,251.0
F,A Level or Equivalent,60-70%,0-35,0,120,N,Distinction,29325.385023898034,359.0
M,HE Qualification,70-80%,35-55,0,60,N,Pass,29325.385023898034,681.0
M,A Level or Equivalent,50-60%,0-35,1,60,N,Withdrawn,30300.0,126.0
F,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,29325.385023898034,515.0
F,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,29325.385023898034,466.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,119.0
M,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,29325.385023898034,138.0
F,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,29325.385023898034,866.0
M,Lower Than A Level,0-10%,0-35,0,60,N,Pass,29325.385023898034,204.0
F,Lower Than A Level,20-30%,0-35,1,120,N,Withdrawn,29325.385023898034,16.0
F,Lower Than A Level,90-100%,35-55,1,60,Y,Pass,29325.385023898034,93.0
M,Lower Than A Level,90-100%,35-55,0,60,N,Distinction,29325.385023898034,702.0
M,A Level or Equivalent,90-100%,35-55,0,60,N,Fail,29325.385023898034,85.0
M,A Level or Equivalent,90-100%,0-35,1,210,N,Pass,29325.385023898034,83.0
M,A Level or Equivalent,20-30%,35-55,0,60,N,Fail,29325.385023898034,291.0
M,Lower Than A Level,30-40%,35-55,0,120,Y,Pass,29325.385023898034,202.0
M,Lower Than A Level,60-70%,0-35,1,120,N,Pass,29325.385023898034,190.0
F,A Level or Equivalent,30-40%,35-55,1,60,Y,Pass,29325.385023898034,300.0
F,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,29325.385023898034,1056.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,30300.0,82.0
F,A Level or Equivalent,0-10%,0-35,0,120,N,Withdrawn,29325.385023898034,93.0
F,Lower Than A Level,90-100%,0-35,0,60,N,Withdrawn,29325.385023898034,681.0
F,Lower Than A Level,70-80%,0-35,1,120,N,Pass,29325.385023898034,292.0
F,A Level or Equivalent,80-90%,0-35,0,60,N,Withdrawn,29325.385023898034,1910.0
M,A Level or Equivalent,40-50%,35-55,1,60,N,Withdrawn,29325.385023898034,150.0
F,A Level or Equivalent,40-50%,0-35,0,60,Y,Pass,29325.385023898034,292.0
F,A Level or Equivalent,30-40%,0-35,0,60,N,Fail,29325.385023898034,794.0
M,HE Qualification,70-80%,55<=,0,60,N,Pass,29325.385023898034,556.0
M,A Level or Equivalent,10-20,35-55,0,60,N,Pass,29325.385023898034,260.0
F,Lower Than A Level,30-40%,35-55,0,60,Y,Pass,29325.385023898034,1088.0
F,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,29325.385023898034,539.0
M,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,29325.385023898034,1127.0
F,HE Qualification,90-100%,35-55,0,270,N,Withdrawn,29325.385023898034,2298.0
M,Lower Than A Level,90-100%,0-35,0,60,N,Pass,29325.385023898034,531.0
M,Lower Than A Level,10-20,35-55,0,60,N,Fail,29325.385023898034,148.0
M,A Level or Equivalent,70-80%,35-55,1,60,N,Pass,29325.385023898034,727.0
M,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,29325.385023898034,433.0
M,HE Qualification,10-20,35-55,0,60,N,Pass,29325.385023898034,512.0
M,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,29325.385023898034,165.0
M,HE Qualification,30-40%,35-55,0,60,N,Pass,29325.385023898034,387.0
M,A Level or Equivalent,40-50%,35-55,0,60,N,Distinction,29325.385023898034,1019.0
M,HE Qualification,50-60%,0-35,0,60,N,Pass,29325.385023898034,763.0
M,Lower Than A Level,50-60%,35-55,0,60,N,Pass,29325.385023898034,305.0
F,Lower Than A Level,30-40%,35-55,0,60,N,Pass,29325.385023898034,801.0
M,A Level or Equivalent,90-100%,0-35,1,180,N,Pass,29325.385023898034,291.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,30300.0,58.0
M,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,429.0
F,Lower Than A Level,60-70%,0-35,0,60,N,Fail,29325.385023898034,171.0
F,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,453.0
F,A Level or Equivalent,40-50%,0-35,0,60,N,Distinction,30300.0,683.0
F,A Level or Equivalent,30-40%,35-55,0,120,N,Pass,29325.385023898034,149.0
M,A Level or Equivalent,20-30%,35-55,0,60,N,Distinction,29325.385023898034,518.0
M,A Level or Equivalent,10-20,35-55,0,60,N,Distinction,29325.385023898034,1728.0
F,A Level or Equivalent,80-90%,35-55,1,120,N,Withdrawn,29325.385023898034,0.0
M,Lower Than A Level,40-50%,0-35,0,60,N,Pass,29325.385023898034,459.0
M,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,29325.385023898034,817.0
M,Lower Than A Level,90-100%,35-55,0,60,N,Pass,29325.385023898034,384.0
M,Lower Than A Level,,35-55,0,60,N,Distinction,29325.385023898034,604.0
F,A Level or Equivalent,30-40%,0-35,0,240,N,Pass,29325.385023898034,164.0
M,A Level or Equivalent,30-40%,0-35,1,120,N,Fail,29325.385023898034,3.0
M,Lower Than A Level,70-80%,35-55,0,60,N,Pass,29325.385023898034,634.0
M,Lower Than A Level,40-50%,0-35,0,120,N,Withdrawn,29325.385023898034,106.0
F,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,932.0
F,HE Qualification,50-60%,0-35,0,60,N,Pass,29325.385023898034,156.0
F,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,29325.385023898034,248.0
F,A Level or Equivalent,60-70%,0-35,1,120,N,Withdrawn,29325.385023898034,4.0
F,HE Qualification,50-60%,0-35,0,60,N,Pass,29325.385023898034,367.0
F,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,30300.0,867.0
M,HE Qualification,70-80%,0-35,0,60,N,Pass,29325.385023898034,355.0
F,A Level or Equivalent,40-50%,35-55,0,90,N,Pass,29325.385023898034,649.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,29325.385023898034,713.0
M,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,29325.385023898034,1227.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Fail,29325.385023898034,134.0
M,HE Qualification,90-100%,35-55,0,60,N,Pass,29325.385023898034,455.0
F,HE Qualification,30-40%,35-55,0,60,N,Pass,29325.385023898034,1562.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,29325.385023898034,56.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,29325.385023898034,617.0
F,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,29325.385023898034,2940.0
M,A Level or Equivalent,10-20,35-55,0,60,Y,Pass,29325.385023898034,457.0
M,A Level or Equivalent,70-80%,35-55,0,60,N,Fail,29325.385023898034,418.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Fail,29325.385023898034,243.0
M,HE Qualification,70-80%,55<=,0,60,N,Pass,29325.385023898034,178.0
M,A Level or Equivalent,30-40%,35-55,0,60,N,Pass,29325.385023898034,677.0
M,A Level or Equivalent,70-80%,35-55,0,120,N,Fail,29325.385023898034,319.0
F,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,29325.385023898034,379.0
M,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29325.385023898034,37.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Distinction,29325.385023898034,587.0
F,A Level or Equivalent,20-30%,35-55,0,60,N,Pass,27200.0,653.0
F,HE Qualification,70-80%,0-35,1,60,N,Pass,29325.385023898034,135.0
F,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,30300.0,808.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,52.0
F,A Level or Equivalent,90-100%,35-55,0,60,N,Pass,29325.385023898034,159.0
F,A Level or Equivalent,40-50%,35-55,0,60,N,Pass,29325.385023898034,637.0
M,A Level or Equivalent,50-60%,35-55,0,60,N,Pass,29325.385023898034,342.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Fail,29325.385023898034,65.0
M,HE Qualification,80-90%,35-55,0,60,N,Pass,29325.385023898034,1193.0
M,A Level or Equivalent,0-10%,0-35,0,60,N,Pass,29325.385023898034,449.0
M,A Level or Equivalent,90-100%,35-55,0,60,N,Distinction,29325.385023898034,1339.0
F,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,30300.0,475.0
F,A Level or Equivalent,20-30%,0-35,0,180,N,Withdrawn,30300.0,0.0
M,A Level or Equivalent,10-20,35-55,0,60,N,Pass,29325.385023898034,771.0
F,A Level or Equivalent,80-90%,0-35,0,180,N,Withdrawn,29325.385023898034,0.0
F,A Level or Equivalent,30-40%,0-35,0,60,Y,Fail,29325.385023898034,229.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Pass,29325.385023898034,496.0
F,HE Qualification,90-100%,35-55,1,60,N,Distinction,29325.385023898034,30.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Pass,29325.385023898034,291.0
M,HE Qualification,60-70%,0-35,0,60,N,Fail,29325.385023898034,115.0
M,A Level or Equivalent,80-90%,0-35,0,60,N,Pass,29325.385023898034,100.0
F,A Level or Equivalent,20-30%,0-35,1,60,N,Pass,29325.385023898034,431.0
F,A Level or Equivalent,30-40%,0-35,0,120,N,Withdrawn,29325.385023898034,84.0
M,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,29325.385023898034,103.0
M,HE Qualification,10-20,0-35,0,120,N,Withdrawn,29325.385023898034,1257.0
F,HE Qualification,70-80%,0-35,1,60,N,Pass,30300.0,382.0
M,HE Qualification,90-100%,0-35,0,60,N,Pass,29325.385023898034,60.0
F,A Level or Equivalent,,0-35,0,60,N,Pass,29325.385023898034,340.0
F,A Level or Equivalent,20-30%,35-55,0,120,N,Pass,29325.385023898034,239.0
M,HE Qualification,40-50%,35-55,0,120,N,Withdrawn,29325.385023898034,361.0
M,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,192.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,29325.385023898034,134.0
M,Lower Than A Level,80-90%,0-35,0,60,N,Pass,29325.385023898034,417.0
F,A Level or Equivalent,10-20,0-35,0,60,N,Pass,29325.385023898034,306.0
M,A Level or Equivalent,70-80%,35-55,0,60,N,Pass,29325.385023898034,97.0
F,A Level or Equivalent,0-10%,0-35,0,60,N,Fail,29325.385023898034,546.0
M,HE Qualification,30-40%,0-35,0,60,N,Pass,29325.385023898034,176.0
M,Lower Than A Level,80-90%,0-35,0,120,N,Pass,29325.385023898034,472.0
F,HE Qualification,70-80%,35-55,0,60,N,Pass,29325.385023898034,721.0
M,A Level or Equivalent,60-70%,0-35,0,60,N,Withdrawn,30300.0,362.0
M,HE Qualification,10-20,0-35,0,60,N,Pass,29325.385023898034,1049.0
F,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,29325.385023898034,365.0
M,HE Qualification,,0-35,0,60,N,Pass,27200.0,236.0
M,A Level or Equivalent,40-50%,0-35,0,120,N,Pass,29325.385023898034,83.0
M,A Level or Equivalent,50-60%,0-35,0,120,Y,Distinction,29325.385023898034,302.0
F,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,29325.385023898034,351.0
M,Lower Than A Level,50-60%,0-35,0,60,N,Pass,29325.385023898034,509.0
F,A Level or Equivalent,70-80%,0-35,0,60,N,Withdrawn,29325.385023898034,420.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,29325.385023898034,141.0
M,HE Qualification,90-100%,55<=,0,60,N,Pass,29325.385023898034,2256.0
M,HE Qualification,20-30%,0-35,0,120,N,Pass,29325.385023898034,2438.0
F,Lower Than A Level,90-100%,35-55,0,60,N,Pass,29325.385023898034,1677.0
M,HE Qualification,50-60%,35-55,0,60,N,Fail,29325.385023898034,497.0
F,A Level or Equivalent,60-70%,35-55,0,60,N,Withdrawn,29325.385023898034,501.0
F,A Level or Equivalent,10-20,35-55,0,300,N,Fail,29325.385023898034,149.0
M,A Level or Equivalent,0-10%,0-35,1,90,N,Pass,29325.385023898034,175.0
M,HE Qualification,90-100%,35-55,0,60,N,Distinction,29325.385023898034,958.0
F,Lower Than A Level,60-70%,0-35,0,120,Y,Fail,29325.385023898034,583.0
F,Lower Than A Level,40-50%,0-35,0,180,Y,Fail,29325.385023898034,48.0
F,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,29325.385023898034,401.0
F,HE Qualification,70-80%,0-35,0,60,N,Pass,29325.385023898034,870.0
M,Lower Than A Level,60-70%,35-55,0,60,N,Pass,29325.385023898034,95.0
F,A Level or Equivalent,20-30%,0-35,0,60,N,Pass,29325.385023898034,277.0
M,A Level or Equivalent,90-100%,0-35,0,180,N,Pass,30300.0,379.0
M,A Level or Equivalent,,35-55,0,60,N,Pass,30300.0,272.0
F,A Level or Equivalent,60-70%,0-35,0,60,Y,Pass,29325.385023898034,174.0
F,Lower Than A Level,80-90%,35-55,0,60,N,Pass,29325.385023898034,1077.0
F,A Level or Equivalent,90-100%,0-35,0,60,N,Pass,29325.385023898034,796.0
M,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,193.0
M,HE Qualification,70-80%,55<=,0,60,N,Distinction,29325.385023898034,873.0
M,HE Qualification,80-90%,35-55,0,60,N,Pass,29325.385023898034,557.0
M,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,29325.385023898034,529.0
F,A Level or Equivalent,0-10%,35-55,0,60,N,Pass,29325.385023898034,114.0
M,A Level or Equivalent,40-50%,0-35,0,60,N,Pass,27200.0,401.0
M,HE Qualification,0-10%,35-55,1,60,N,Fail,30300.0,20.0
M,A Level or Equivalent,70-80%,0-35,0,90,N,Fail,27200.0,29.0
F,A Level or Equivalent,50-60%,0-35,0,60,N,Pass,29325.385023898034,508.0
M,HE Qualification,10-20,0-35,0,120,N,Pass,29325.385023898034,1008.0
M,Lower Than A Level,,0-35,0,300,N,Distinction,27200.0,28.0
M,A Level or Equivalent,90-100%,0-35,0,150,N,Fail,29325.385023898034,93.0
M,A Level or Equivalent,60-70%,35-55,0,60,N,Pass,29325.385023898034,251.0
F,A Level or Equivalent,20-30%,0-35,0,60,N,Withdrawn,30300.0,369.0
F,HE Qualification,70-80%,0-35,0,120,N,Pass,29325.385023898034,116.0
M,HE Qualification,20-30%,0-35,0,60,N,Pass,29325.385023898034,96.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,29325.385023898034,177.0
M,A Level or Equivalent,70-80%,0-35,0,60,N,Pass,27200.0,54.0
M,Lower Than A Level,50-60%,0-35,0,120,N,Fail,30300.0,61.0
M,A Level or Equivalent,90-100%,0-35,0,120,N,Withdrawn,29325.385023898034,232.0
M,HE Qualification,90-100%,35-55,1,60,N,Withdrawn,29325.385023898034,28.0
F,HE Qualification,20-30%,35-55,1,120,N,Pass,29325.385023898034,663.0
M,A Level or Equivalent,0-10%,0-35,0,120,N,Distinction,29325.385023898034,368.0
M,A Level or Equivalent,20-30%,0-35,0,180,N,Fail,29325.385023898034,48.0
F,A Level or Equivalent,30-40%,0-35,0,120,N,Pass,29325.385023898034,382.0
F,A Level or Equivalent,90-100%,0-35,0,120,N,Pass,29325.385023898034,233.0
F,HE Qualification,70-80%,0-35,0,120,N,Pass,29325.385023898034,180.0
F,A Level or Equivalent,10-20,0-35,0,180,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,80-90%,35-55,0,60,N,Pass,29325.385023898034,381.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,29325.385023898034,117.0
F,A Level or Equivalent,30-40%,0-35,0,60,N,Pass,29325.385023898034,387.0
M,Lower Than A Level,10-20,0-35,0,120,Y,Withdrawn,29325.385023898034,44.0
F,HE Qualification,90-100%,0-35,0,60,N,Pass,29325.385023898034,408.0
F,HE Qualification,70-80%,0-35,0,90,N,Withdrawn,29325.385023898034,191.0
M,HE Qualification,70-80%,0-35,0,120,N,Distinction,30300.0,314.0
M,Lower Than A Level,90-100%,35-55,0,120,N,Fail,29325.385023898034,302.0
M,HE Qualification,90-100%,0-35,0,60,N,Pass,29325.385023898034,80.0
F,HE Qualification,10-20,0-35,0,120,N,Fail,29325.385023898034,225.0
M,A Level or Equivalent,60-70%,35-55,0,120,N,Pass,29325.385023898034,815.0
M,HE Qualification,80-90%,0-35,0,60,N,Pass,29325.385023898034,179.0
F,A Level or Equivalent,80-90%,0-35,0,90,N,Withdrawn,29325.385023898034,283.0
F,A Level or Equivalent,50-60%,0-35,0,120,N,Withdrawn,29325.385023898034,0.0
F,HE Qualification,60-70%,35-55,0,60,N,Distinction,29325.385023898034,649.0
M,A Level or Equivalent,70-80%,0-35,0,120,N,Pass,29325.385023898034,274.0
F,HE Qualification,40-50%,0-35,0,120,N,Pass,30300.0,177.0
M,HE Qualification,20-30%,0-35,0,60,N,Pass,29325.385023898034,2412.0
M,HE Qualification,50-60%,0-35,0,120,N,Withdrawn,29325.385023898034,434.0
F,HE Qualification,70-80%,35-55,0,180,N,Fail,29325.385023898034,392.0
F,HE Qualification,70-80%,0-35,0,120,N,Pass,29325.385023898034,50.0
F,A Level or Equivalent,10-20,0-35,0,60,N,Withdrawn,29325.385023898034,3.0
F,HE Qualification,50-60%,0-35,0,90,N,Pass,29325.385023898034,197.0
M,HE Qualification,,55<=,1,60,N,Withdrawn,29325.385023898034,32.0
F,HE Qualification,50-60%,35-55,0,120,N,Withdrawn,29325.385023898034,182.0
F,A Level or Equivalent,20-30%,35-55,0,120,N,Withdrawn,29325.385023898034,0.0
M,A Level or Equivalent,0-10%,0-35,0,120,N,Pass,29325.385023898034,664.0
M,HE Qualification,30-40%,0-35,0,120,N,Pass,29325.385023898034,211.0
M,A Level or Equivalent,70-80%,0-35,0,60,Y,Withdrawn,29325.385023898034,482.0
F,HE Qualification,80-90%,0-35,0,120,N,Withdrawn,29325.385023898034,77.0
